value_id,element_id,attribute_id,subject_term_label,subject_term_value,locale_id,object_table_num,object_id,object_name
8451,177,5884,political prisoners,political prisoners,1,57,335,THE PEOPLE WILL FREE THE N.Y. PANTHER 21
8462,177,5894,political prisoners,political prisoners,1,57,336,FACE REALITY. There are Political Prisoners/ POWs in the U.S.A.!
8467,177,5899,Mumia Abu-Jamal,mumia abu-jamal,1,57,337,Free Mumia! Campaign to End the Death Penalty 
8468,177,5900,political prisoners,political prisoners,1,57,337,Free Mumia! Campaign to End the Death Penalty 
8469,177,5901,death penaltydeath penalty,death penaltydeath penalty,1,57,337,Free Mumia! Campaign to End the Death Penalty 
8479,177,5910,Assata Shakur,assata shakur,1,57,338,FREE ASSATA SHAKUR (JOANNE CHESIMARD) break de chains
8487,177,5918,Civil Rights Movement,civil rights movement,1,57,327,Voices of the Civil Rights Movement: Black American Freedom Songs 1960-1966
8488,177,5919,Freedom songs,freedom songs,1,57,327,Voices of the Civil Rights Movement: Black American Freedom Songs 1960-1966
8509,177,5932,protest songs,protest songs,1,57,339,Wimoweh and other songs of freedom and protest
8510,177,5933,War songs,war songs,1,57,339,Wimoweh and other songs of freedom and protest
8511,177,5934,Spirituals,spirituals,1,57,339,Wimoweh and other songs of freedom and protest
8519,177,5938,Spirituals,spirituals,1,57,327,Voices of the Civil Rights Movement: Black American Freedom Songs 1960-1966
8520,177,5939,protest songs,protest songs,1,57,327,Voices of the Civil Rights Movement: Black American Freedom Songs 1960-1966
8522,177,5941,African Americans,african americans,1,57,327,Voices of the Civil Rights Movement: Black American Freedom Songs 1960-1966
8530,177,5948,Scotland,scotland,1,57,340,Ding dong dollar: Anti-Polaris and Scottish republican songs
8531,177,5949,Polaris,polaris,1,57,340,Ding dong dollar: Anti-Polaris and Scottish republican songs
8532,177,5950,Anti-nuclear,anti-nuclear,1,57,340,Ding dong dollar: Anti-Polaris and Scottish republican songs
8533,177,5951,Ballads,ballads,1,57,340,Ding dong dollar: Anti-Polaris and Scottish republican songs
8550,177,5963,African Americans,african americans,1,57,341,Ballads of black America
8551,177,5964,Ballads,ballads,1,57,341,Ballads of black America
8576,177,5984,NULL,null,1,57,342,Entre Hermanas : Between Sisters : Women's songs sung in Spanish
8604,177,6006,Folk music,folk music,1,57,343,Negro folk songs for young people
8604,177,6006,Folk music,folk music,1,57,343,Sung by Leadbelly
8605,177,6007,Children's songs,children's songs,1,57,343,Negro folk songs for young people
8605,177,6007,Children's songs,children's songs,1,57,343,Sung by Leadbelly
8606,177,6008,Blues music,blues music,1,57,343,Negro folk songs for young people
8606,177,6008,Blues music,blues music,1,57,343,Sung by Leadbelly
8607,177,6009,Spirituals,spirituals,1,57,343,Negro folk songs for young people
8607,177,6009,Spirituals,spirituals,1,57,343,Sung by Leadbelly
8608,177,6010,Work songs,work songs,1,57,343,Negro folk songs for young people
8608,177,6010,Work songs,work songs,1,57,343,Sung by Leadbelly
8609,177,6011,NULL,null,1,57,343,Negro folk songs for young people
8609,177,6011,NULL,null,1,57,343,Sung by Leadbelly
8629,177,6023,Political songs,political songs,1,57,344,"Songs of the Spanish Civil War, Vol. 1"
8629,177,6023,Political songs,political songs,1,57,344,"Songs of the Spanish Civil War, Vol. 1: Songs of the Lincoln Battalion, Six Songs for Democracy"
8630,177,6024,War songs,war songs,1,57,344,"Songs of the Spanish Civil War, Vol. 1"
8630,177,6024,War songs,war songs,1,57,344,"Songs of the Spanish Civil War, Vol. 1: Songs of the Lincoln Battalion, Six Songs for Democracy"
8631,177,6025,Spanish Civil War,spanish civil war,1,57,344,"Songs of the Spanish Civil War, Vol. 1"
8631,177,6025,Spanish Civil War,spanish civil war,1,57,344,"Songs of the Spanish Civil War, Vol. 1: Songs of the Lincoln Battalion, Six Songs for Democracy"
8678,177,6063,Women's suffrage,women's suffrage,1,57,346,Songs of the suffragettes
8681,177,6066,Women's rights,women's rights,1,57,346,Songs of the suffragettes
8697,177,6077,Folk songs,folk songs,1,57,347,American Folk Songs for Children
8697,177,6077,Folk songs,folk songs,1,57,347,Ninety-Four Songs Sung and Played by Mike and Peggy Seeger from Ruth Crawford Seeger's 'American Folk Songs for Children'
8698,177,6078,Children's songs,children's songs,1,57,347,American Folk Songs for Children
8698,177,6078,Children's songs,children's songs,1,57,347,Ninety-Four Songs Sung and Played by Mike and Peggy Seeger from Ruth Crawford Seeger's 'American Folk Songs for Children'
8699,177,6079,NULL,null,1,57,347,American Folk Songs for Children
8699,177,6079,NULL,null,1,57,347,Ninety-Four Songs Sung and Played by Mike and Peggy Seeger from Ruth Crawford Seeger's 'American Folk Songs for Children'
8730,177,6105,Agit-rock,agit-rock,1,57,348,Mountain Moving Day
8730,177,6105,Agit-rock,agit-rock,1,57,348,"The New Haven Women's Liberation Rock Band, the Chicago Women's Liberation Rock Band and a Caste of Millions"
8731,177,6106,Women's rights,women's rights,1,57,348,Mountain Moving Day
8731,177,6106,Women's rights,women's rights,1,57,348,"The New Haven Women's Liberation Rock Band, the Chicago Women's Liberation Rock Band and a Caste of Millions"
8732,177,6107,Women's liberation,women's liberation,1,57,348,Mountain Moving Day
8732,177,6107,Women's liberation,women's liberation,1,57,348,"The New Haven Women's Liberation Rock Band, the Chicago Women's Liberation Rock Band and a Caste of Millions"
8753,177,6120,feminism,feminism,1,57,349,Lavender Jane Loves Women
8753,177,6120,feminism,feminism,1,57,349,Women's Wax Works A001
8754,177,6121,Folk music,folk music,1,57,349,Lavender Jane Loves Women
8754,177,6121,Folk music,folk music,1,57,349,Women's Wax Works A001
8788,177,6148,Angela DavisAngela Davis,angela davis,1,57,351,At the present moment
8789,177,6149,Che Guevara,che guevara,1,57,351,At the present moment
8790,177,6150,Cuba,cuba,1,57,351,At the present moment
8791,177,6151,Environmentalism,environmentalism,1,57,351,At the present moment
8792,177,6152,Feminism,feminism,1,57,351,At the present moment
8793,177,6153,Racism,racism,1,57,351,At the present moment
8811,177,6167,Folk songs,folk songs,1,57,352,No more war 
8812,177,6168,Anti-war,anti-war,1,57,352,No more war 
8813,177,6169,Vietnam War,vietnam war,1,57,352,No more war 
8814,177,6170,NULL,null,1,57,352,No more war 
8848,177,6191,Folk songs,folk songs,1,57,353,"recorded live at his historic Carnegie Hall concert June 8, 1963"
8848,177,6191,Folk songs,folk songs,1,57,353,We shall overcome 
8849,177,6192,protest songs,protest songs,1,57,353,"recorded live at his historic Carnegie Hall concert June 8, 1963"
8849,177,6192,protest songs,protest songs,1,57,353,We shall overcome 
8871,177,6206,Folk songs,folk songs,1,57,354,I can see a new day
8871,177,6206,Folk songs,folk songs,1,57,354,In concert
8872,177,6207,Spirituals,spirituals,1,57,354,I can see a new day
8872,177,6207,Spirituals,spirituals,1,57,354,In concert
8873,177,6208,Sea songs,sea songs,1,57,354,I can see a new day
8873,177,6208,Sea songs,sea songs,1,57,354,In concert
8874,177,6209,Slavery,slavery,1,57,354,I can see a new day
8874,177,6209,Slavery,slavery,1,57,354,In concert
8875,177,6210,labor strikes,labor strikes,1,57,354,I can see a new day
8875,177,6210,labor strikes,labor strikes,1,57,354,In concert
8876,177,6211,Anti-nuclear,anti-nuclear,1,57,354,I can see a new day
8876,177,6211,Anti-nuclear,anti-nuclear,1,57,354,In concert
8877,177,6212,Spanish Civil War,spanish civil war,1,57,354,I can see a new day
8877,177,6212,Spanish Civil War,spanish civil war,1,57,354,In concert
8878,177,6213,Irish songs,irish songs,1,57,354,I can see a new day
8878,177,6213,Irish songs,irish songs,1,57,354,In concert
8914,177,6243,Folk music,folk music,1,57,355,Hootenanny tonight!
8915,177,6244,Blues music,blues music,1,57,355,Hootenanny tonight!
8916,177,6245,Spirituals,spirituals,1,57,355,Hootenanny tonight!
8917,177,6246,Unions,unions,1,57,355,Hootenanny tonight!
8918,177,6247,African music,african music,1,57,355,Hootenanny tonight!
8919,177,6248,Labor songs,labor songs,1,57,355,Hootenanny tonight!
8920,177,6249,Mining,mining,1,57,355,Hootenanny tonight!
8921,177,6250,Children's songs,children's songs,1,57,355,Hootenanny tonight!
8924,177,6253,Jewish songs,jewish songs,1,57,355,Hootenanny tonight!
8925,177,6254,Protest songs,protest songs,1,57,355,Hootenanny tonight!
8926,177,6255,Chinese songs,chinese songs,1,57,355,Hootenanny tonight!
8953,177,6274,Folk songsFolk songs,folk songs,1,57,356,It's my way!
8954,177,6275,Ballads,ballads,1,57,356,It's my way!
8955,177,6276,Drugs,drugs,1,57,356,It's my way!
8956,177,6277,Native Americans,native americans,1,57,356,It's my way!
8957,177,6278,War songs,war songs,1,57,356,It's my way!
8958,177,6279,Blues music,blues music,1,57,356,It's my way!
8959,177,6280,Love songs,love songs,1,57,356,It's my way!
8960,177,6281,NULL,null,1,57,356,It's my way!
8975,177,6291,real estate,real estate,1,57,357,"1979 Real Estate Show photo poster, and textual ""Manifesto or Statement of Intent"""
8975,177,6291,real estate,real estate,1,57,357,"Pair of posters from ""The Real Estate Show, Was Then: 1980"""
8984,177,6299,Folk songs,folk songs,1,57,358,She used to wanna be a ballerina
8985,177,6300,Ballads,ballads,1,57,358,She used to wanna be a ballerina
9012,177,6322,Folk songs,folk songs,1,57,359,The very best of Buffy Sainte-Maire
9013,177,6323,Ballads,ballads,1,57,359,The very best of Buffy Sainte-Maire
9035,177,6339,Children's songs,children's songs,1,57,360,Songs to grow on
9036,177,6340,Folk songs,folk songs,1,57,360,Songs to grow on
9037,177,6341,Play,play,1,57,360,Songs to grow on
9103,177,6395,Folk songs,folk songs,1,57,364,Diamonds and rust
9104,177,6396,Popular music,popular music,1,57,364,Diamonds and rust
9105,177,6397,NULL,null,1,57,364,Diamonds and rust
9127,177,6410,Folk songsFolk songs,folk songs,1,57,366,Murderers' home
9128,177,6411,Prisons,prisons,1,57,366,Murderers' home
9129,177,6412,Work songs,work songs,1,57,366,Murderers' home
9130,177,6413,American south,american south,1,57,366,Murderers' home
9131,177,6414,Prison resistance,prison resistance,1,57,366,Murderers' home
9132,177,6415,Black Americans,black americans,1,57,366,Murderers' home
9154,177,6431,Spirituals,spirituals,1,57,367,Paul Robeson at Carnegie Hall
9155,177,6432,Labor songs,labor songs,1,57,367,Paul Robeson at Carnegie Hall
9156,177,6433,NULL,null,1,57,367,Paul Robeson at Carnegie Hall
9170,177,6439,Mumia Abu-Jamal,mumia abu-jamal,1,57,202,Mumia 911
9171,177,6440,protest songs,protest songs,1,57,202,Mumia 911
9172,177,6441,Black Panther Party,black panther party,1,57,202,Mumia 911
9194,177,6458,Spirituals,spirituals,1,57,369,Robeson
9195,177,6459,Labor songs,labor songs,1,57,369,Robeson
9226,177,6479,Folk songsFolk songs,folk songs,1,57,370,"""Encore, Robeson!"": Paul Robeson favorite songs, vol. 2"
9226,177,6479,Folk songsFolk songs,folk songs,1,57,370,Monitor presents Paul Roberson favorites volume two
9227,177,6480,Spirituals,spirituals,1,57,370,"""Encore, Robeson!"": Paul Robeson favorite songs, vol. 2"
9227,177,6480,Spirituals,spirituals,1,57,370,Monitor presents Paul Roberson favorites volume two
9253,177,6495,Black liberation movement,black liberation movement,1,57,371,"Freedom in the air: a documentary on Albany, Georgia"
9254,177,6496,American south,american south,1,57,371,"Freedom in the air: a documentary on Albany, Georgia"
9255,177,6497,Protesters,protesters,1,57,371,"Freedom in the air: a documentary on Albany, Georgia"
9256,177,6498,Youth,youth,1,57,371,"Freedom in the air: a documentary on Albany, Georgia"
9257,177,6499,SNCC,sncc,1,57,371,"Freedom in the air: a documentary on Albany, Georgia"
9258,177,6500,Student organizing,student organizing,1,57,371,"Freedom in the air: a documentary on Albany, Georgia"
9259,177,6501,Pacisfism,pacisfism,1,57,371,"Freedom in the air: a documentary on Albany, Georgia"
9280,177,6515,NULL,null,1,57,373,Radio Insurgente t-shirt
9295,177,6529,Protest songs,protest songs,1,57,375,Sit-in songs: songs of the Freedom Riders
9296,177,6530,Freedom Riders,freedom riders,1,57,375,Sit-in songs: songs of the Freedom Riders
9297,177,6531,Black liberation movement,black liberation movement,1,57,375,Sit-in songs: songs of the Freedom Riders
9298,177,6532,Spirituals,spirituals,1,57,375,Sit-in songs: songs of the Freedom Riders
9335,177,6558,Protest songs,protest songs,1,57,378,Sing of freedom now
9336,177,6559,SNCC,sncc,1,57,378,Sing of freedom now
9337,177,6560,Spirituals,spirituals,1,57,378,Sing of freedom now
9338,177,6561,Folk songs,folk songs,1,57,378,Sing of freedom now
9339,177,6562,Medger Evers,medger evers,1,57,378,Sing of freedom now
9367,177,6578,Black liberation movement,black liberation movement,1,57,379,Movement Soul
9368,177,6579,American south,american south,1,57,379,Movement Soul
9369,177,6580,Protesters,protesters,1,57,379,Movement Soul
9370,177,6581,Organizing,organizing,1,57,379,Movement Soul
9371,177,6582,Jails,jails,1,57,379,Movement Soul
9372,177,6583,Racism,racism,1,57,379,Movement Soul
9373,177,6584,Spirituals,spirituals,1,57,379,Movement Soul
9387,177,6591,climate justice,climate justice,1,57,380,Peoples Climate March t-shirt
9400,177,6604,water rights,water rights,1,57,383,Critical Moment
9405,177,6609,Housing,housing,1,57,384,East Villager
9406,177,6610,climate justice,climate justice,1,57,384,East Villager
9407,177,6611,bicycle,bicycles,1,57,384,East Villager
9408,177,6612,arts,arts,1,57,384,East Villager
9415,177,6619,Prisons,prisons,1,57,386,San Quentin News
9425,177,6629,Socialism,socialism,1,57,389,Socialist Worker
9426,177,6630,climate justice,climate justice,1,57,389,Socialist Worker
9427,177,6631,Police brutality,police brutality,1,57,389,Socialist Worker
9428,177,6632,Racism,racism,1,57,389,Socialist Worker
9429,177,6633,Palestine,palestine,1,57,389,Socialist Worker
9430,177,6634,immigration,immigration,1,57,389,Socialist Worker
9431,177,6635,Iraq,iraq,1,57,389,Socialist Worker
9435,177,6639,Housing,housing,1,57,390,Tenant / Inquilino
9436,177,6640,tenant rights,tenants rights,1,57,390,Tenant / Inquilino
9466,177,6668,Soul,soul,1,57,393,Seize the Time - Black Panther Party
9467,177,6669,Jazz,jazz,1,57,393,Seize the Time - Black Panther Party
9468,177,6670,political ballades,political ballades,1,57,393,Seize the Time - Black Panther Party
9469,177,6671,Black Panther Party,black panther party,1,57,393,Seize the Time - Black Panther Party
9483,177,6684,Gospel music,gospel music,1,57,394,Feel Something Drawing on Me
9498,177,6694,George Jackson,george jackson,1,57,395,"""George Jackson Lives!"" T-shirt"
9499,177,6695,Black Panther Party,black panther party,1,57,395,"""George Jackson Lives!"" T-shirt"
9565,177,6753,"Soviet Union, History, Anarchism","soviet union, history, anarchism",1,57,398,La revolution inconnue
9565,177,6753,"Soviet Union, History, Anarchism","soviet union, history, anarchism",1,57,398,The unknown revolution
9565,177,6753,"Soviet Union, History, Anarchism","soviet union, history, anarchism",1,57,398,The unknown revolution 1917-1921
9568,177,6756,Karl Marx,karl marx,1,57,400,Essays on Marx's theory of value
9569,177,6757,Value,value,1,57,400,Essays on Marx's theory of value
9570,177,6758,Capital,capital,1,57,400,Essays on Marx's theory of value
9591,177,6775,Yarostan Vocheck,yarostan vocheck,1,57,403,Letters of Insurgents
9616,177,6796,history of civilization,history of civilization,1,57,405,"Against His-story, Against Leviathan! : an essay"
9617,177,6797,Leviathan,leviathan,1,57,405,"Against His-story, Against Leviathan! : an essay"
9618,177,6798,NULL,null,1,57,405,"Against His-story, Against Leviathan! : an essay"
9623,177,6803,Fredy Perlman,fredy perlman,1,57,402,Having Little Being Much: A Chronicle of Fredy Perlman's Fifty Years
9623,177,6803,Fredy Perlman,fredy perlman,1,57,402,"Having Little, Being Much"
9630,177,6809,Poland,poland,1,57,406,Class Struggle and the Crisis Capital
9630,177,6809,Poland,poland,1,57,406,Poland 1980-1982
9631,177,6810,Class Struggle,class struggle,1,57,406,Class Struggle and the Crisis Capital
9631,177,6810,Class Struggle,class struggle,1,57,406,Poland 1980-1982
9635,177,6814,"Detroit, Michigan","detroit, michigan",1,57,402,Having Little Being Much: A Chronicle of Fredy Perlman's Fifty Years
9635,177,6814,"Detroit, Michigan","detroit, michigan",1,57,402,"Having Little, Being Much"
9639,177,6818,ultra-leftism,ultra-leftism,1,57,396,Eclipse and Re-Emergence of the Communist Movement
9640,177,6819,council communism,council communism,1,57,396,Eclipse and Re-Emergence of the Communist Movement
9641,177,6820,May 1968,may 1968,1,57,396,Eclipse and Re-Emergence of the Communist Movement
9642,177,6821,left communism,left communism,1,57,396,Eclipse and Re-Emergence of the Communist Movement
9643,177,6822,Value,value,1,57,396,Eclipse and Re-Emergence of the Communist Movement
9644,177,6823,violence,violence,1,57,396,Eclipse and Re-Emergence of the Communist Movement
9645,177,6824,Leon Trotsky,leon trotsky,1,57,396,Eclipse and Re-Emergence of the Communist Movement
9646,177,6825,Anton Pannekoek,anton pannekoek,1,57,396,Eclipse and Re-Emergence of the Communist Movement
9647,177,6826,Amadeo Bordiga,amadeo bordiga,1,57,396,Eclipse and Re-Emergence of the Communist Movement
9648,177,6827,Marxism,marxism,1,57,396,Eclipse and Re-Emergence of the Communist Movement
9659,177,6834,Hungary,hungary,1,57,407,Hungary '56
9692,177,6858,Nestor Makhno,nestor makhno,1,57,409,History of the Makhnovist Movement 1918-1921
9693,177,6859,Makhnovist,makhnovist,1,57,409,History of the Makhnovist Movement 1918-1921
9694,177,6860,History,history,1,57,409,History of the Makhnovist Movement 1918-1921
9704,177,6869,Attica,attica,1,57,410,A Report from Inside Attica
9705,177,6870,Prison rebellions,prison rebellions,1,57,410,A Report from Inside Attica
9711,177,6876,"Anarchism, Spanish Civil War","anarchism, spanish civil war",1,57,404,Anarchists in the Spanish Revolution
9728,177,6891,Attica,attica,1,57,411,Attica News
9728,177,6891,Attica,attica,1,57,411,Attica News v.2 n.22
9729,177,6892,Prison rebellions,prison rebellions,1,57,411,Attica News
9729,177,6892,Prison rebellions,prison rebellions,1,57,411,Attica News v.2 n.22
9737,177,6899,Attica,attica,1,57,413,Attica Brothers
9743,177,6905,Situationism,situationism,1,57,412,On the Poverty of Student Life
9743,177,6905,Situationism,situationism,1,57,412,"On the poverty of student life considered in its economic political, psychological, sexual, and particularly intellectual aspects with a modest proposal for its remedy"
9746,177,6907,Student organizing,student organizing,1,57,412,On the Poverty of Student Life
9746,177,6907,Student organizing,student organizing,1,57,412,"On the poverty of student life considered in its economic political, psychological, sexual, and particularly intellectual aspects with a modest proposal for its remedy"
9747,177,6908,France,france,1,57,412,On the Poverty of Student Life
9747,177,6908,France,france,1,57,412,"On the poverty of student life considered in its economic political, psychological, sexual, and particularly intellectual aspects with a modest proposal for its remedy"
9756,177,6915,Yugoslavia,yugoslavia,1,57,414,Birth of Revolutionary Movement in Yugoslavia
9756,177,6915,Yugoslavia,yugoslavia,1,57,414,"Revolt in Socialist Yugoslavia June, 1968"
9757,177,6916,Revolt,revolt,1,57,414,Birth of Revolutionary Movement in Yugoslavia
9757,177,6916,Revolt,revolt,1,57,414,"Revolt in Socialist Yugoslavia June, 1968"
9758,177,6917,Socialism,socialism,1,57,414,Birth of Revolutionary Movement in Yugoslavia
9758,177,6917,Socialism,socialism,1,57,414,"Revolt in Socialist Yugoslavia June, 1968"
9759,177,6918,1968,1968,1,57,414,Birth of Revolutionary Movement in Yugoslavia
9759,177,6918,1968,1968,1,57,414,"Revolt in Socialist Yugoslavia June, 1968"
9768,177,6926,Attica,attica,1,57,415,Attica
9774,177,6932,Russian Revolution,russian revolution,1,57,408,The Bolsheviks and Workers' Control : 1917 to 1921 : The State and Counter-revolution
9775,177,6933,ultra-left,ultra-left,1,57,408,The Bolsheviks and Workers' Control : 1917 to 1921 : The State and Counter-revolution
9776,177,6934,council communism,council communism,1,57,408,The Bolsheviks and Workers' Control : 1917 to 1921 : The State and Counter-revolution
9777,177,6935,Bolshevism,bolshevism,1,57,408,The Bolsheviks and Workers' Control : 1917 to 1921 : The State and Counter-revolution
9778,177,6936,workers' control,workers' control,1,57,408,The Bolsheviks and Workers' Control : 1917 to 1921 : The State and Counter-revolution
9779,177,6937,"Frank ""Big Black"" Smith","frank ""big black"" smith",1,57,415,Attica
9780,177,6938,Youth,youth,1,57,412,On the Poverty of Student Life
9780,177,6938,Youth,youth,1,57,412,"On the poverty of student life considered in its economic political, psychological, sexual, and particularly intellectual aspects with a modest proposal for its remedy"
9797,177,6954,Revolution,revolution,1,57,418,Generation of revolutionaries
9814,177,6968,Nationalism,nationalism,1,57,417,The Continuing Appeal of Nationalism
9815,177,6969,Socialism,socialism,1,57,417,The Continuing Appeal of Nationalism
9816,177,6970,Communism,communism,1,57,417,The Continuing Appeal of Nationalism
9822,177,6976,photocollage,photocollage,1,57,417,The Continuing Appeal of Nationalism
9823,177,6977,"Situationism,Student organizing,France,Youth","situationism,student organizing,france,youth",1,57,416,On the Poverty of Student Life
9823,177,6977,"Situationism,Student organizing,France,Youth","situationism,student organizing,france,youth",1,57,416,"On the Poverty of Student Life Considered in its Economic, Political, Psychological, Sexual, and Particularly Intellectual Aspects for its Remedy. "
9832,177,6986,Karl Marx,karl marx,1,57,420,Essay on commodity fetishism
9832,177,6986,Karl Marx,karl marx,1,57,420,The Fetish Speaks
9833,177,6987,Capital,capital,1,57,420,Essay on commodity fetishism
9833,177,6987,Capital,capital,1,57,420,The Fetish Speaks
9834,177,6988,Value,value,1,57,420,Essay on commodity fetishism
9834,177,6988,Value,value,1,57,420,The Fetish Speaks
9835,177,6989,Political comics,political comics,1,57,420,Essay on commodity fetishism
9835,177,6989,Political comics,political comics,1,57,420,The Fetish Speaks
9836,177,6990,photocollage,photocollage,1,57,420,Essay on commodity fetishism
9836,177,6990,photocollage,photocollage,1,57,420,The Fetish Speaks
9848,177,6999,plays,plays,1,57,419,Plunder
9849,177,7000,South Africa,south africa,1,57,419,Plunder
9850,177,7001,anarchism,anarchism,1,57,419,Plunder
9851,177,7002,militarism,militarism,1,57,419,Plunder
9852,177,7003,Living Theatre,living theatre,1,57,419,Plunder
9868,177,7017,"Capatalism, Communism","capatalism, communism",1,57,422,The wandering of humanity
9883,177,7031,Universities,universities,1,57,424,Black and Red No. 5 Jan 69
9883,177,7031,Universities,universities,1,57,424,Exposure of the Capitalist University
9883,177,7031,Universities,universities,1,57,424,Revolutionary Movement in Germany
9883,177,7031,Universities,universities,1,57,424,The Fetish Speaks
9883,177,7031,Universities,universities,1,57,424,To create at long last a situation which goes beyond the point of no return
9884,177,7032,Capitalism,capitalism,1,57,424,Black and Red No. 5 Jan 69
9884,177,7032,Capitalism,capitalism,1,57,424,Exposure of the Capitalist University
9884,177,7032,Capitalism,capitalism,1,57,424,Revolutionary Movement in Germany
9884,177,7032,Capitalism,capitalism,1,57,424,The Fetish Speaks
9884,177,7032,Capitalism,capitalism,1,57,424,To create at long last a situation which goes beyond the point of no return
9885,177,7033,Karl Marx,karl marx,1,57,424,Black and Red No. 5 Jan 69
9885,177,7033,Karl Marx,karl marx,1,57,424,Exposure of the Capitalist University
9885,177,7033,Karl Marx,karl marx,1,57,424,Revolutionary Movement in Germany
9885,177,7033,Karl Marx,karl marx,1,57,424,The Fetish Speaks
9885,177,7033,Karl Marx,karl marx,1,57,424,To create at long last a situation which goes beyond the point of no return
9886,177,7034,Political comic,political comics,1,57,424,Black and Red No. 5 Jan 69
9886,177,7034,Political comic,political comics,1,57,424,Exposure of the Capitalist University
9886,177,7034,Political comic,political comics,1,57,424,Revolutionary Movement in Germany
9886,177,7034,Political comic,political comics,1,57,424,The Fetish Speaks
9886,177,7034,Political comic,political comics,1,57,424,To create at long last a situation which goes beyond the point of no return
9887,177,7035,photocollage,photocollage,1,57,424,Black and Red No. 5 Jan 69
9887,177,7035,photocollage,photocollage,1,57,424,Exposure of the Capitalist University
9887,177,7035,photocollage,photocollage,1,57,424,Revolutionary Movement in Germany
9887,177,7035,photocollage,photocollage,1,57,424,The Fetish Speaks
9887,177,7035,photocollage,photocollage,1,57,424,To create at long last a situation which goes beyond the point of no return
9898,177,7045,labor,labor,1,57,423,Lip and the Self-Managed Counter-Revolution
9899,177,7046,France,france,1,57,423,Lip and the Self-Managed Counter-Revolution
9900,177,7047,Capitalism,capitalism,1,57,423,Lip and the Self-Managed Counter-Revolution
9901,177,7048,NULL,null,1,57,423,Lip and the Self-Managed Counter-Revolution
9909,177,7055,photocollage,photocollage,1,57,425,Black & Red
9909,177,7055,photocollage,photocollage,1,57,425,"Black, Black, Black & Red Black and Red"
9909,177,7055,photocollage,photocollage,1,57,425,Confessions of SDSers
9909,177,7055,photocollage,photocollage,1,57,425,We called a strike and no one came
9910,177,7056,Political comics,political comics,1,57,425,Black & Red
9910,177,7056,Political comics,political comics,1,57,425,"Black, Black, Black & Red Black and Red"
9910,177,7056,Political comics,political comics,1,57,425,Confessions of SDSers
9910,177,7056,Political comics,political comics,1,57,425,We called a strike and no one came
9911,177,7057,Strikes,strikes,1,57,425,Black & Red
9911,177,7057,Strikes,strikes,1,57,425,"Black, Black, Black & Red Black and Red"
9911,177,7057,Strikes,strikes,1,57,425,Confessions of SDSers
9911,177,7057,Strikes,strikes,1,57,425,We called a strike and no one came
9925,177,7069,Situationism,situationism,1,57,426,On The Poverty of Student Life
9925,177,7069,Situationism,situationism,1,57,426,"On the Poverty of Student Life Considered in its Economic, Political, Psychological, Sexual, and Particularly Intellectual Aspects for its Remedy. "
9926,177,7070,Student organizing,student organizing,1,57,426,On The Poverty of Student Life
9926,177,7070,Student organizing,student organizing,1,57,426,"On the Poverty of Student Life Considered in its Economic, Political, Psychological, Sexual, and Particularly Intellectual Aspects for its Remedy. "
9927,177,7071,France,france,1,57,426,On The Poverty of Student Life
9927,177,7071,France,france,1,57,426,"On the Poverty of Student Life Considered in its Economic, Political, Psychological, Sexual, and Particularly Intellectual Aspects for its Remedy. "
9928,177,7072,Youth,youth,1,57,426,On The Poverty of Student Life
9928,177,7072,Youth,youth,1,57,426,"On the Poverty of Student Life Considered in its Economic, Political, Psychological, Sexual, and Particularly Intellectual Aspects for its Remedy. "
9946,177,7088,Organization,organization,1,57,428,On Organization
10018,177,7141,political music,political music,1,57,429,Flying Street
10171,177,7260,Police brutality,police brutality,1,57,432,Our Communities Reject Violence
10172,177,7261,police accountability,police accountability,1,57,432,Our Communities Reject Violence
10173,177,7262,Police and Policing,police and policing,1,57,432,Our Communities Reject Violence
10174,177,7263,non-violence,non-violence,1,57,432,Our Communities Reject Violence
10203,177,7284,Revolution,revolution,1,57,397,Manual for revolutionary leaders
10204,177,7285,Revolutionaries,revolutionaries,1,57,397,Manual for revolutionary leaders
10213,177,7293,Native Americans,native americans,1,57,434,The Strait
10213,177,7293,Native Americans,native americans,1,57,434,The Strait : Book of Obenabi. His songs
10230,177,7308,labor,labor,1,57,435,unions against revolution
10230,177,7308,labor,labor,1,57,435,unions against revolution : two essays
10231,177,7309,unions,unions,1,57,435,unions against revolution
10231,177,7309,unions,unions,1,57,435,unions against revolution : two essays
10232,177,7310,Revolution,revolution,1,57,435,unions against revolution
10232,177,7310,Revolution,revolution,1,57,435,unions against revolution : two essays
10244,177,7319,Labor songs,labor songs,1,57,436,John Henry did you go out on strike?
10244,177,7319,Labor songs,labor songs,1,57,436,New song for an old fight
10245,177,7320,labor,labor,1,57,436,John Henry did you go out on strike?
10245,177,7320,labor,labor,1,57,436,New song for an old fight
10313,177,7383,feminism,feminism,1,57,440,Beaver Valley
10314,177,7384,gendergender,gender,1,57,440,Beaver Valley
10357,177,7425,Revolution,revolution,1,57,443,Black Box (Hungary)
10357,177,7425,Revolution,revolution,1,57,443,Original Video Journal (Czech)
10398,177,7460,gendergender,gender,1,57,447,The Undergrad
10420,177,7479,Anarchism,anarchism,1,57,454,SIN(A)PSIS 3a Octubre 2007 Edición
10421,177,7480,Youth,youth,1,57,454,SIN(A)PSIS 3a Octubre 2007 Edición
10422,177,7481,NULL,null,1,57,454,SIN(A)PSIS 3a Octubre 2007 Edición
